Authors,Authors (Full Names),Beginning Page,DOI,ISSN,Journal Title (Full),New ISI Keywords,Original Keywords,Publication Year,Research Field,Times Cited,Title,Unique ID,Version Number,Volume,PM,File Name,Cite Me As
"Amorim, CEG|Bisso-Machado, R|Ramallo, V|Bortolini, MC|Bonatto, SL|Salzano, FM|Hunemeier, T","Guerra Amorim, Carlos Eduardo|Bisso-Machado, Rafael|Ramallo, Virginia|Bortolini, Maria Catira|Bonatto, Sandro Luis|Salzano, Francisco Mauro|Huenemeier, Tabita",,10.1371/journal.pone.0064099,1932-6203,PLOS ONE,POPULATION-GENETICS |COEVOLUTION |LANGUAGE |MODEL |DIVERSITY |EVOLUTION |PATTERNS |GENOMICS |PROGRAM |HISTORY,,2013,Multidisciplinary Sciences,1,A Bayesian Approach to Genome/Linguistic Relationships in Native South Americans,WOS:000319081900069,1,8,23696865,D:\Users\mginda\Desktop\savedrecs(10).txt,"Amorim CEG, 2013, V8, DOI 10.1371/journal.pone.0064099"
"Schepens, J|Dijkstra, T|Grootjen, F|van Heuven, WJB","Schepens, Job|Dijkstra, Ton|Grootjen, Franc|van Heuven, Walter J. B.",,10.1371/journal.pone.0063006,1932-6203,PLOS ONE,ENGLISH |NORMS,,2013,Multidisciplinary Sciences,2,Cross-Language Distributions of High Frequency and Phonetically Similar Cognates,WOS:000318852400019,1,8,23675449,D:\Users\mginda\Desktop\savedrecs(10).txt,"Schepens J, 2013, V8, DOI 10.1371/journal.pone.0063006"
"Batterink, L|Neville, HJ","Batterink, Laura|Neville, Helen J.",8528,10.1523/JNEUROSCI.0618-13.2013,0270-6474,JOURNAL OF NEUROSCIENCE,ELECTROPHYSIOLOGICAL EVIDENCE |MEMORY-SYSTEMS |LANGUAGE |POTENTIALS |TASK |LOCALIZATION |MECHANISMS |EXPLICIT |IMPLICIT |FACULTY,,2013,Neurosciences,12,The Human Brain Processes Syntax in the Absence of Conscious Awareness,WOS:000318775200039,1,33,23658189,D:\Users\mginda\Desktop\savedrecs(10).txt,"Batterink L, 2013, V33, P8528, DOI 10.1523/JNEUROSCI.0618-13.2013"
"Verheyen, S|Storms, G","Verheyen, Steven|Storms, Gert",,10.1371/journal.pone.0063507,1932-6203,PLOS ONE,MODELING INDIVIDUAL-DIFFERENCES |ILL-DEFINED CATEGORIES |NATURAL CATEGORIES |TREE EXPERTS |RASCH MODEL |CLASSIFICATION |CONTEXT |MEMORY |STRATEGIES |TYPICALITY,,2013,Multidisciplinary Sciences,1,A Mixture Approach to Vagueness and Ambiguity,WOS:000319654700152,1,8,23667627,D:\Users\mginda\Desktop\savedrecs(10).txt,"Verheyen S, 2013, V8, DOI 10.1371/journal.pone.0063507"
"Shen, LX|Olfat, L|Govindan, K|Khodaverdi, R|Diabat, A","Shen, Lixin|Olfat, Laya|Govindan, Kannan|Khodaverdi, Roohollah|Diabat, Ali",170,10.1016/j.resconrec.2012.09.006,0921-3449,RESOURCES CONSERVATION AND RECYCLING,GROUP DECISION-MAKING |ENVIRONMENTAL PERFORMANCE |SELECTION PROCESS |TOPSIS |MANAGEMENT |INDUSTRY |SUSTAINABILITY |COMPANIES |NETWORKS |SETS,Supplier selection|Environmental performance|Green supply chain management|Fuzzy set theory|TOPSIS,2013,"Engineering, Environmental|Environmental Sciences",33,A fuzzy multi criteria approach for evaluating green supplier's performance in green supply chain with linguistic preferences,WOS:000319031100017,1,74,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Shen LX, 2013, V74, P170, DOI 10.1016/j.resconrec.2012.09.006"
"Su, YE","Su, Yi Esther",167,10.1007/s10831-012-9101-z,0925-8558,JOURNAL OF EAST ASIAN LINGUISTICS,ACQUISITION |LANGUAGE |DISJUNCTION |PRAGMATICS |SEMANTICS |ADULTS,Scalar implicatures|Downward entailment|Disjunction|Language acquisition|Mandarin Chinese,2013,Linguistics|Language & Linguistics,3,Scalar implicatures and downward entailment in child Mandarin,WOS:000318252800003,1,22,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Su YE, 2013, V22, P167, DOI 10.1007/s10831-012-9101-z"
"Altschuler, EL|Calude, AS|Meade, A|Pagel, M","Altschuler, Eric Lewin|Calude, Andreea S.|Meade, Andrew|Pagel, Mark",417,10.1002/bies.201200165,0265-9247,BIOESSAYS,LANGUAGE,dating|evolution|Homeric epics|Iliad|linguistics|phylogeny|statistics,2013,Biochemistry & Molecular Biology|Biology,1,Linguistic evidence supports date for Homeric epics,WOS:000317668100005,1,35,23417708,D:\Users\mginda\Desktop\savedrecs(10).txt,"Altschuler EL, 2013, V35, P417, DOI 10.1002/bies.201200165"
"Shen, EY|Staub, A|Sanders, LD","Shen, Erica Y.|Staub, Adrian|Sanders, Lisa D.",498,10.1080/01690965.2011.650900,0169-0965,LANGUAGE AND COGNITIVE PROCESSES,SYNTACTIC POSITIVE SHIFT |ELECTROPHYSIOLOGICAL EVIDENCE |SENTENCE COMPREHENSION |EYE-MOVEMENTS |ERP |ENGLISH |NUMBER |WORDS |SPEECH |ERRORS,Sentence processing|ERP|LAN|P600|Syntactic violation,2013,"Linguistics|Psychology, Experimental",2,Event-related brain potential evidence that local nouns affect subject-verb agreement processing,WOS:000317836700005,1,28,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Shen EY, 2013, V28, P498, DOI 10.1080/01690965.2011.650900"
"Lee, S|Hasegawa, T","Lee, Sean|Hasegawa, Toshikazu",,10.1371/journal.pone.0062243,1932-6203,PLOS ONE,MITOCHONDRIAL-DNA ANALYSIS |POPULATION HISTORY |OKHOTSK PEOPLE |Y-CHROMOSOMES |ANCIENT DNA |HOKKAIDO |ORIGIN |PHYLOGENIES |EXPANSION |LINEAGES,,2013,Multidisciplinary Sciences,7,Evolution of the Ainu Language in Space and Time,WOS:000318343700042,1,8,23638014,D:\Users\mginda\Desktop\savedrecs(10).txt,"Lee S, 2013, V8, DOI 10.1371/journal.pone.0062243"
"Yang, C","Yang, Charles",6324,10.1073/pnas.1216803110,0027-8424,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,,computational linguistics|linguistics|primate cognition|psychology,2013,Multidisciplinary Sciences,13,Ontogeny and phylogeny of language,WOS:000318041500029,1,110,23576720,D:\Users\mginda\Desktop\savedrecs(10).txt,"Yang C, 2013, V110, P6324, DOI 10.1073/pnas.1216803110"
"Birkholz, P","Birkholz, Peter",,10.1371/journal.pone.0060603,1932-6203,PLOS ONE,TONGUE MODEL |MRI |ENGLISH |CONSTRUCTION |ACQUISITION |REDUCTION |SEQUENCES |DATABASE |SYSTEMS |IMAGES,,2013,Multidisciplinary Sciences,4,Modeling Consonant-Vowel Coarticulation for Articulatory Speech Synthesis,WOS:000317893400015,1,8,23613734,D:\Users\mginda\Desktop\savedrecs(10).txt,"Birkholz P, 2013, V8, DOI 10.1371/journal.pone.0060603"
"Steinert-Threlkeld, S|Icard, TF","Steinert-Threlkeld, Shane|Icard, Thomas F., III",151,10.1007/s10988-013-9132-6,0165-0157,LINGUISTICS AND PHILOSOPHY,QUANTIFIER COMPREHENSION |GENERALIZED QUANTIFIERS |NATURAL-LANGUAGE |LINGUISTICS |PSYCHOLOGY |MODEL |LOGIC,Semantic automata|Generalized quantifiers|Iteration|Processing,2013,Linguistics|Language & Linguistics,1,Iterating semantic automata,WOS:000323661000002,1,36,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Steinert-Threlkeld S, 2013, V36, P151, DOI 10.1007/s10988-013-9132-6"
"Storkel, HL|Maekawa, J|Aschenbrenner, AJ","Storkel, Holly L.|Maekawa, Junko|Aschenbrenner, Andrew J.",694,10.1044/1092-4388(2012/12-0122),1092-4388,JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH,PHONOTACTIC PROBABILITY |NEIGHBORHOOD DENSITY |PSYCHOLOGICAL-RESEARCH |CHILDREN |ACQUISITION |PERCEPTION |PHONOLOGY |FREQUENCY |LANGUAGE |RECOGNITION,articulation|children|vocabulary,2013,Audiology & Speech-Language Pathology|Linguistics|Rehabilitation,2,The Effect of Homonymy on Learning Correctly Articulated Versus Misarticulated Words,WOS:000322445700026,1,56,23275395,D:\Users\mginda\Desktop\savedrecs(10).txt,"Storkel HL, 2013, V56, P694, DOI 10.1044/1092-4388(2012/12-0122)"
"Chemla, E|Bott, L","Chemla, Emmanuel|Bott, Lewis",241,10.1080/01690965.2011.615221,0169-0965,LANGUAGE AND COGNITIVE PROCESSES,TIME-COURSE |COMPREHENSION |INFERENCE |SENTENCES,Presupposition|Processing|Scalar implicatures|Pragmatics|Dynamic semantics,2013,"Linguistics|Psychology, Experimental",6,Processing presuppositions: Dynamic semantics vs pragmatic enrichment,WOS:000316653800003,1,28,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Chemla E, 2013, V28, P241, DOI 10.1080/01690965.2011.615221"
"Roewer, L|Nothnagel, M|Gusmao, L|Gomes, V|Gonzalez, M|Corach, D|Sala, A|Alechine, E|Palha, T|Santos, N|Ribeiro-dos-Santos, A|Geppert, M|Willuweit, S|Nagy, M|Zweynert, S|Baeta, M|Nunez, C|Martinez-Jarreta, B|Gonzalez-Andrade, F|de Carvalho, EF|da Silva, DA|Builes, JJ|Turbon, D|Parra, AML|Arroyo-Pardo, E|Toscanini, U|Borjas, L|Barletta, C|Ewart, E|Santos, S|Krawczak, M","Roewer, Lutz|Nothnagel, Michael|Gusmao, Leonor|Gomes, Veronica|Gonzalez, Miguel|Corach, Daniel|Sala, Andrea|Alechine, Evguenia|Palha, Teresinha|Santos, Ney|Ribeiro-dos-Santos, Andrea|Geppert, Maria|Willuweit, Sascha|Nagy, Marion|Zweynert, Sarah|Baeta, Miriam|Nunez, Carolina|Martinez-Jarreta, Begona|Gonzalez-Andrade, Fabricio|de Carvalho, Elizeu Fagundes|da Silva, Dayse Aparecida|Jose Builes, Juan|Turbon, Daniel|Lopez Parra, Ana Maria|Arroyo-Pardo, Eduardo|Toscanini, Ulises|Borjas, Lisbeth|Barletta, Claudia|Ewart, Elizabeth|Santos, Sidney|Krawczak, Michael",,10.1371/journal.pgen.1003460,1553-7404,PLOS GENETICS,MITOCHONDRIAL-DNA |STR HAPLOTYPES |MICROSATELLITE HAPLOTYPES |CONTRASTING PATTERNS |DEMOGRAPHIC HISTORY |KOREAN POPULATION |PATERNAL LINEAGES |AMAZON REGION |NEW-GUINEA |EAST-ASIA,,2013,Genetics & Heredity,20,Continent-Wide Decoupling of Y-Chromosomal Genetic Variation from Language and Geography in Native South Americans,WOS:000318073300053,1,9,23593040,D:\Users\mginda\Desktop\savedrecs(10).txt,"Roewer L, 2013, V9, DOI 10.1371/journal.pgen.1003460"
"Liu, HT|Cong, J","Liu, Haitao|Cong, Jin",1139,10.1007/s11434-013-5711-8,1001-6538,CHINESE SCIENCE BULLETIN,COMPLEX NETWORKS |SEMANTIC NETWORKS,word co-occurrence network|Slavic languages|parallel texts|language classification|cluster analysis,2013,Multidisciplinary Sciences,9,Language clustering with word co-occurrence networks based on parallel texts,WOS:000316954900007,1,58,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Liu HT, 2013, V58, P1139, DOI 10.1007/s11434-013-5711-8"
"Bartoli, E|Tettamanti, A|Farronato, P|Caporizzo, A|Moro, A|Gatti, R|Perani, D|Tettamanti, M","Bartoli, Eleonora|Tettamanti, Andrea|Farronato, Paolo|Caporizzo, Armanda|Moro, Andrea|Gatti, Roberto|Perani, Daniela|Tettamanti, Marco",1782,10.1152/jn.00894.2012,0022-3077,JOURNAL OF NEUROPHYSIOLOGY,PRIMARY MOTOR CORTEX |TO-GRASP MOVEMENTS |SOMATOTOPIC REPRESENTATION |TEXT INFORMATION |INFERIOR AREA-6 |MACAQUE MONKEY |LANGUAGE |SYSTEMS |VERIFICATION |ACCESSIBILITY,negation|concept|semantic memory|embodied systems|disembodiment,2013,Neurosciences|Physiology,1,The disembodiment effect of negation: negating action-related sentences attenuates their interference on congruent upper limb movements,WOS:000316995200010,1,109,23307950,D:\Users\mginda\Desktop\savedrecs(10).txt,"Bartoli E, 2013, V109, P1782, DOI 10.1152/jn.00894.2012"
"Shook, A|Marian, V","Shook, Anthony|Marian, Viorica",304,10.1017/S1366728912000466,1366-7289,BILINGUALISM-LANGUAGE AND COGNITION,SPOKEN WORD RECOGNITION |HIGHLY PROFICIENT BILINGUALS |SPANISH-ENGLISH BILINGUALS |EYE-MOVEMENTS |NEIGHBORHOOD ACTIVATION |BRAIN POTENTIALS |VISUAL CONTEXT |LEXICAL ACCESS |HEARING LIPS |PERCEPTION,spoken language comprehension|modeling speech processing|connectionist models|self-organizing maps|language interaction,2013,"Linguistics|Psychology, Experimental",13,The Bilingual Language Interaction Network for Comprehension of Speech,WOS:000316064900005,1,16,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Shook A, 2013, V16, P304, DOI 10.1017/S1366728912000466"
"Antoch, J|Prchal, L|Sarda, P","Antoch, Jaromir|Prchal, Lubos|Sarda, Pascal",100,10.1007/s00357-013-9123-x,0176-4268,JOURNAL OF CLASSIFICATION,ROC CURVE |AREA,Receiver operating characteristic (ROC) curves|Binary classification|Clustering|Association measures|Bigram collocation extraction|Lexical classification,2013,"Mathematics, Interdisciplinary Applications|Psychology, Mathematical",0,Combining Association Measures for Collocation Extraction Using Clustering of Receiver Operating Characteristic Curves,WOS:000315441300006,1,30,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Antoch J, 2013, V30, P100, DOI 10.1007/s00357-013-9123-x"
"Beuls, K|Steels, L","Beuls, Katrien|Steels, Luc",,10.1371/journal.pone.0058960,1932-6203,PLOS ONE,LANGUAGE |COMMUNICATION |COLOR,,2013,Multidisciplinary Sciences,6,Agent-Based Models of Strategies for the Emergence and Evolution of Grammatical Agreement,WOS:000316411600019,1,8,23527055,D:\Users\mginda\Desktop\savedrecs(10).txt,"Beuls K, 2013, V8, DOI 10.1371/journal.pone.0058960"
"Atkinson, QD","Atkinson, Quentin D.",4159,10.1073/pnas.1300397110,0027-8424,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,BAYESIAN PHYLOGENETIC ANALYSIS |SOUND CHANGE |EXPANSION |ALIGNMENT |GENOME,,2013,Multidisciplinary Sciences,0,The descent of words,WOS:000316238300005,1,110,23417305,D:\Users\mginda\Desktop\savedrecs(10).txt,"Atkinson QD, 2013, V110, P4159, DOI 10.1073/pnas.1300397110"
"Bouchard-Cote, A|Hall, D|Griffiths, TL|Klein, D","Bouchard-Cote, Alexandre|Hall, David|Griffiths, Thomas L.|Klein, Dan",4224,10.1073/pnas.1204678110,0027-8424,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,MAXIMUM-LIKELIHOOD |ALIGNMENT |PHYLOGENY |EXPANSION |SEQUENCES |SUPPORT,ancestral|computational|diachronic,2013,Multidisciplinary Sciences,8,Automated reconstruction of ancient languages using probabilistic models of sound change,WOS:000316238300023,1,110,23401532,D:\Users\mginda\Desktop\savedrecs(10).txt,"Bouchard-Cote A, 2013, V110, P4224, DOI 10.1073/pnas.1204678110"
"Luke, SG|Christianson, K","Luke, Steven G.|Christianson, Kiel",143,10.3758/s13428-012-0239-4,1554-351X,BEHAVIOR RESEARCH METHODS,EYE-MOVEMENTS |WORD PERCEPTION |REPETITION |PREDICTABILITY,Masked priming|Self-paced reading|Reading|Visual word recognition|Lexical processing|Psycholinguistics,2013,"Psychology, Mathematical|Psychology, Experimental",1,SPaM: A combined self-paced reading and masked-priming paradigm,WOS:000319800900014,1,45,22936105,D:\Users\mginda\Desktop\savedrecs(10).txt,"Luke SG, 2013, V45, P143, DOI 10.3758/s13428-012-0239-4"
"Cohen-Shikora, ER|Balota, DA|Kapuria, A|Yap, MJ","Cohen-Shikora, Emily R.|Balota, David A.|Kapuria, Abhi|Yap, Melvin J.",151,10.3758/s13428-012-0240-y,1554-351X,BEHAVIOR RESEARCH METHODS,ITEM-LEVEL |ENGLISH |WORDS |ACQUISITION |RULES |ALOUD |MODEL,Verb processing|Megastudy|Past tense inflection|Item-level variance|Verb consistency|Verb imageability,2013,"Psychology, Mathematical|Psychology, Experimental",2,"The past tense inflection project (PTIP): speeded past tense inflections, imageability ratings, and past tense consistency measures for 2,200 verbs",WOS:000319800900015,1,45,22956393,D:\Users\mginda\Desktop\savedrecs(10).txt,"Cohen-Shikora ER, 2013, V45, P151, DOI 10.3758/s13428-012-0240-y"
"Petsatodis, T|Talantzis, F|Boukis, C|Tan, ZH|Prasad, R","Petsatodis, Theodoros|Talantzis, Fotios|Boukis, Christos|Tan, Zheng-Hua|Prasad, Ramjee",1515,10.1121/1.4776193,0001-4966,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,,,2013,Acoustics|Audiology & Speech-Language Pathology,0,Exploring super-gaussianity toward robust information-theoretical time delay estimation,WOS:000316300900043,1,133,23464022,D:\Users\mginda\Desktop\savedrecs(10).txt,"Petsatodis T, 2013, V133, P1515, DOI 10.1121/1.4776193"
"Gillespie, M|Pearlmutter, NJ","Gillespie, Maureen|Pearlmutter, Neal J.",515,10.1037/a0029005,0278-7393,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,SENTENCE PRODUCTION |LANGUAGE PRODUCTION |SYNTACTIC INFORMATION |SPEECH PRODUCTION |ENGLISH |COMPREHENSION |NUMBER |ERRORS |ATTRACTION |RETRIEVAL,clause-boundedness|hierarchical feature-passing|sentence production|speech errors|subject-verb agreement,2013,"Psychology|Psychology, Experimental",5,Against Structural Constraints in Subject-Verb Agreement Production,WOS:000315817700013,1,39,22732035,D:\Users\mginda\Desktop\savedrecs(10).txt,"Gillespie M, 2013, V39, P515, DOI 10.1037/a0029005"
"Breheny, R|Ferguson, HJ|Katsos, N","Breheny, Richard|Ferguson, Heather J.|Katsos, Napoleon",423,10.1016/j.cognition.2012.11.012,0010-0277,COGNITION,SPOKEN-LANGUAGE COMPREHENSION |EYE-MOVEMENTS |SCALAR IMPLICATURES |LINGUISTIC EVIDENCE |TIME-COURSE |PERSPECTIVE |INFORMATION |EXPECTATIONS |INFERENCE |REPRESENTATIONS,Conversational implicature|Eye-movements|Pragmatics|Sentence processing|Perspective-taking|Theory of mind,2013,"Psychology, Experimental",8,Taking the epistemic step: Toward a model of on-line access to conversational implicatures,WOS:000315372000009,1,126,23291422,D:\Users\mginda\Desktop\savedrecs(10).txt,"Breheny R, 2013, V126, P423, DOI 10.1016/j.cognition.2012.11.012"
"Minetto, R|Thome, N|Cord, M|Leite, NJ|Stolfi, J","Minetto, Rodrigo|Thome, Nicolas|Cord, Matthieu|Leite, Neucimar J.|Stolfi, Jorge",1078,10.1016/j.patcog.2012.10.009,0031-3203,PATTERN RECOGNITION,LICENSE PLATE RECOGNITION |VIDEO FRAMES |IMAGES,Text detection|Text classification|Histogram of oriented gradients for text|Text descriptor,2013,"Computer Science, Artificial Intelligence|Engineering, Electrical & Electronic",18,T-HOG: An effective gradient-based descriptor for single line text regions,WOS:000313385700039,1,46,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Minetto R, 2013, V46, P1078, DOI 10.1016/j.patcog.2012.10.009"
"Ohta, S|Fukui, N|Sakai, KL","Ohta, Shinri|Fukui, Naoki|Sakai, Kuniyoshi L.",,10.1371/journal.pone.0056230,1932-6203,PLOS ONE,LEFT PREFRONTAL CORTEX |SUPERIOR TEMPORAL CORTEX |SENTENCE COMPREHENSION |BROCAS AREA |LANGUAGE |JAPANESE |DORSAL |HONORIFICATION |SPECIALIZATION |ACQUISITION,,2013,Multidisciplinary Sciences,6,Syntactic Computation in the Human Brain: The Degree of Merger as a Key Factor,WOS:000315184200048,1,8,23437097,D:\Users\mginda\Desktop\savedrecs(10).txt,"Ohta S, 2013, V8, DOI 10.1371/journal.pone.0056230"
"Dunn, M|Kruspe, N|Burenhult, N","Dunn, Michael|Kruspe, Nicole|Burenhult, Niclas",383,,0018-7143,HUMAN BIOLOGY,PHYLOGEOGRAPHY |EXPANSION |PATTERNS,AUSTROASIATIC LANGUAGES|ASLIAN LANGUAGES|PHYLOGEOGRAPHY|HISTORICAL LINGUISTICS,2013,Anthropology|Biology|Genetics & Heredity,9,Time and Place in the Prehistory of the Aslian Languages,WOS:000327554500017,1,85,24297234,D:\Users\mginda\Desktop\savedrecs(10).txt,"Dunn M, 2013, V85, P383"
"Yim, D|Rudoy, J","Yim, Dongsun|Rudoy, John",310,10.1044/1092-4388(2012/11-0243),1092-4388,JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH,EVENT-RELATED POTENTIALS |INFANTS |GRAMMAR |KNOWLEDGE |ACQUISITION |IMPAIRMENT |TODDLERS |ADULTS |SEGMENTATION |COMPUTATION,implicit learning|nonlinguistic statistical learning|bilingual children|language learning,2013,Audiology & Speech-Language Pathology|Linguistics|Rehabilitation,0,Implicit Statistical Learning and Language Skills in Bilingual Children,WOS:000322444900022,1,56,22896046,D:\Users\mginda\Desktop\savedrecs(10).txt,"Yim D, 2013, V56, P310, DOI 10.1044/1092-4388(2012/11-0243)"
"Veale, T","Veale, Tony",3,10.1515/humor-2013-0002,0933-1719,HUMOR-INTERNATIONAL JOURNAL OF HUMOR RESEARCH,PRETENSE THEORY |IRONY |MECHANISMS,simile|irony|affect|poetry|computational analysis,2013,"Language & Linguistics|Psychology, Multidisciplinary",2,Humorous similes,WOS:000315985500002,1,26,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Veale T, 2013, V26, P3, DOI 10.1515/humor-2013-0002"
"Hinaut, X|Dominey, PF","Hinaut, Xavier|Dominey, Peter Ford",,10.1371/journal.pone.0052946,1932-6203,PLOS ONE,ECHO-STATE-NETWORKS |SENTENCE COMPREHENSION |BRAIN POTENTIALS |PARKINSON-DISEASE |DECLARATIVE/PROCEDURAL MODEL |DISTRIBUTED REPRESENTATIONS |NEUROLINGUISTIC MODEL |NATURAL-LANGUAGE |RHESUS-MONKEY |BASAL GANGLIA,,2013,Multidisciplinary Sciences,9,Real-Time Parallel Processing of Grammatical Structure in the Fronto-Striatal System: A Recurrent Network Simulation Study Using Reservoir Computing,WOS:000314597900003,1,8,23383296,D:\Users\mginda\Desktop\savedrecs(10).txt,"Hinaut X, 2013, V8, DOI 10.1371/journal.pone.0052946"
"Warlaumont, AS|Westermann, G|Buder, EH|Oller, DK","Warlaumont, Anne S.|Westermann, Gert|Buder, Eugene H.|Oller, D. Kimbrough",64,10.1016/j.neunet.2012.11.012,0893-6080,NEURAL NETWORKS,DEVELOPMENTAL-CHANGES |SPECTRAL-SHAPE |SOCIAL BRAIN |SPEECH |INFANTS |FEEDBACK |VOWELS |VARIABILITY |PERCEPTION |PHONATION,Infant vocalization|Motor development|Neural network|Reinforcement|Neuromuscular control|Articulatory speech synthesis,2013,"Computer Science, Artificial Intelligence|Neurosciences",6,Prespeech motor learning in a neural network using reinforcement,WOS:000314388600006,1,38,23275137,D:\Users\mginda\Desktop\savedrecs(10).txt,"Warlaumont AS, 2013, V38, P64, DOI 10.1016/j.neunet.2012.11.012"
"Rey, A|Courrieu, P|Madec, S|Grainger, J","Rey, Arnaud|Courrieu, Pierre|Madec, Sylvain|Grainger, Jonathan",87,10.3758/s13423-012-0336-5,1069-9384,PSYCHONOMIC BULLETIN & REVIEW,LETTER PERCEPTION |PRONUNCIATION |SPEECH |MODEL |TASK,Single-word naming|Item-level performance|Large-scale databases|Accounting for variance|Testing computational models,2013,"Psychology, Mathematical|Psychology, Experimental",1,The unbearable articulatory nature of naming: on the reliability of word naming responses at the item level,WOS:000314273500005,1,20,23132607,D:\Users\mginda\Desktop\savedrecs(10).txt,"Rey A, 2013, V20, P87, DOI 10.3758/s13423-012-0336-5"
"Ploog, BO|Scharf, A|Nelson, D|Brooks, PJ","Ploog, Bertram O.|Scharf, Alexa|Nelson, DeShawn|Brooks, Patricia J.",301,10.1007/s10803-012-1571-3,0162-3257,JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,COMPLEX EMOTION RECOGNITION |HIGH-FUNCTIONING AUTISM |ASPERGER-SYNDROME |VIRTUAL ENVIRONMENTS |STIMULUS OVERSELECTIVITY |INTERACTIVE MULTIMEDIA |ANIMATED TUTOR |PRETEND PLAY |INSTRUCTION |SKILLS,Computer-assisted technology|Autism|Efficacy|Language|Social skills|Emotion recognition,2013,"Psychology, Developmental",17,"Use of Computer-Assisted Technologies (CAT) to Enhance Social, Communicative, and Language Development in Children with Autism Spectrum Disorders",WOS:000313803600005,1,43,22706582,D:\Users\mginda\Desktop\savedrecs(10).txt,"Ploog BO, 2013, V43, P301, DOI 10.1007/s10803-012-1571-3"
